call_id,agency,actdate,acttime,streetnbr
P200013049,BIPD,1/24/2020 0:00,1447,350
P200013088,BIPD,1/24/2020 0:00,1544,
P200013180,BIPD,1/24/2020 0:00,1843,6420
P200007692,BIPD,1/14/2020 0:00,2152,625
P200007793,BIPD,1/15/2020 0:00,0238,
P200007906,BIPD,1/15/2020 0:00,1020,355
P200007883,BIPD,1/15/2020 0:00,0911,625
P200008062,BIPD,1/15/2020 0:00,1441,13500
P200008244,BIPD,1/15/2020 0:00,1942,
P200009126,BIPD,1/17/2020 0:00,1119,15446
P200009139,BIPD,1/17/2020 0:00,1149,10376
P200009167,BIPD,1/17/2020 0:00,1241,
P200009191,BIPD,1/17/2020 0:00,1332,3865
P200009464,BIPD,1/17/2020 0:00,2206,10321
P200009507,BIPD,1/17/2020 0:00,2330,1323
P200004025,BIPD,1/8/2020 0:00,0842,
P200004063,BIPD,1/8/2020 0:00,0955,3911
P200004154,BIPD,1/8/2020 0:00,1218,
P200004376,BIPD,1/8/2020 0:00,1844,6894
P200004390,BIPD,1/8/2020 0:00,1902,253
P200004437,BIPD,1/8/2020 0:00,2042,
P200008308,BIPD,1/15/2020 0:00,2225,625
P200008357,BIPD,1/16/2020 0:00,0020,7063
P200008565,BIPD,1/16/2020 0:00,1059,
P200008613,BIPD,1/16/2020 0:00,1240,625
P200008811,BIPD,1/16/2020 0:00,1826,6419
P200008850,BIPD,1/16/2020 0:00,1947,
P200009520,BIPD,1/17/2020 0:00,2351,4704
P200009751,BIPD,1/18/2020 0:00,1439,
P200009855,BIPD,1/18/2020 0:00,1809,
P200009873,BIPD,1/18/2020 0:00,1846,8946
P200009895,BIPD,1/18/2020 0:00,1948,
P200004488,BIPD,1/8/2020 0:00,2249,6429
P200004534,BIPD,1/9/2020 0:00,0214,637
P200004615,BIPD,1/9/2020 0:00,0812,12420
P200004637,BIPD,1/9/2020 0:00,0902,
P200004662,BIPD,1/9/2020 0:00,0933,6894
P200004702,BIPD,1/9/2020 0:00,1019,8294
P200008869,BIPD,1/16/2020 0:00,2048,6408
P200008884,BIPD,1/16/2020 0:00,2117,240
P200009041,BIPD,1/17/2020 0:00,0831,
P200009100,BIPD,1/17/2020 0:00,1039,625
P200009306,BIPD,1/17/2020 0:00,1651,851
P200009468,BIPD,1/17/2020 0:00,2214,10156
P200009980,BIPD,1/18/2020 0:00,2335,3237
P200010078,BIPD,1/19/2020 0:00,0811,9312
P200010096,BIPD,1/19/2020 0:00,0912,16639
P200010149,BIPD,1/19/2020 0:00,1136,15798
P200010172,BIPD,1/19/2020 0:00,1243,8765
P200010173,BIPD,1/19/2020 0:00,1248,15798
P200013372,BIPD,1/25/2020 0:00,0159,8494
P200013438,BIPD,1/25/2020 0:00,0901,
P200013482,BIPD,1/25/2020 0:00,1115,405
P200013556,BIPD,1/25/2020 0:00,1356,811
P200013631,BIPD,1/25/2020 0:00,1632,
P200013662,BIPD,1/25/2020 0:00,1757,
P200009480,BIPD,1/17/2020 0:00,2235,8040
P200009519,BIPD,1/17/2020 0:00,2346,4700
P200009609,BIPD,1/18/2020 0:00,0840,
P200009636,BIPD,1/18/2020 0:00,1004,7334
P200009642,BIPD,1/18/2020 0:00,1024,
P200009657,BIPD,1/18/2020 0:00,1103,
P200010244,BIPD,1/19/2020 0:00,1543,
P200010353,BIPD,1/19/2020 0:00,2001,
P200010375,BIPD,1/19/2020 0:00,2101,9800-BLK
P200010402,BIPD,1/19/2020 0:00,2210,11299
P200010409,BIPD,1/19/2020 0:00,2235,2669
P200010441,BIPD,1/19/2020 0:00,2334,506
P200013669,BIPD,1/25/2020 0:00,1804,7571
P200013783,BIPD,1/25/2020 0:00,2253,742
P200013784,BIPD,1/25/2020 0:00,2254,706
P200013967,BIPD,1/26/2020 0:00,0959,15446
P200013999,BIPD,1/26/2020 0:00,1055,
P200013996,BIPD,1/26/2020 0:00,1050,13240
P200004772,BIPD,1/9/2020 0:00,1217,3001
P200004949,BIPD,1/9/2020 0:00,1640,15126
P200004979,BIPD,1/9/2020 0:00,1729,10376
P200005210,BIPD,1/10/2020 0:00,0702,13240
P200005237,BIPD,1/10/2020 0:00,0845,625
P200009743,BIPD,1/18/2020 0:00,1422,625
P200009758,BIPD,1/18/2020 0:00,1456,
P200009762,BIPD,1/18/2020 0:00,1509,625
P200009769,BIPD,1/18/2020 0:00,1533,625
P200009771,BIPD,1/18/2020 0:00,1537,8391
P200009884,BIPD,1/18/2020 0:00,1909,15446
P200009035,BIPD,1/17/2020 0:00,0807,9723
P200009158,BIPD,1/17/2020 0:00,1222,9330
P200009169,BIPD,1/17/2020 0:00,1245,13240
P200009217,BIPD,1/17/2020 0:00,1417,600
P200009332,BIPD,1/17/2020 0:00,1734,9295
P200009416,BIPD,1/17/2020 0:00,2035,9904
P200014056,BIPD,1/26/2020 0:00,1351,3000
P200014414,BIPD,1/27/2020 0:00,0845,
P200014601,BIPD,1/27/2020 0:00,1425,811
P200014764,BIPD,1/27/2020 0:00,1940,9480
P200014788,BIPD,1/27/2020 0:00,2045,15215
P200014815,BIPD,1/27/2020 0:00,2147,
P200005437,BIPD,1/10/2020 0:00,1412,13799
P200005492,BIPD,1/10/2020 0:00,1530,
P200005513,BIPD,1/10/2020 0:00,1623,7666
P200005606,BIPD,1/10/2020 0:00,1952,240
P200005661,BIPD,1/10/2020 0:00,2243,15798
P200005740,BIPD,1/11/2020 0:00,0234,15446
P200009933,BIPD,1/18/2020 0:00,2105,7644
P200010067,BIPD,1/19/2020 0:00,0706,581
P200010072,BIPD,1/19/2020 0:00,0748,3980
P200010237,BIPD,1/19/2020 0:00,1535,
P200010243,BIPD,1/19/2020 0:00,1541,11518
P200010277,BIPD,1/19/2020 0:00,1704,10150
P200009511,BIPD,1/17/2020 0:00,2335,8812
P200009647,BIPD,1/18/2020 0:00,1039,
P200009763,BIPD,1/18/2020 0:00,1511,6365
P200009813,BIPD,1/18/2020 0:00,1700,8946
P200009907,BIPD,1/18/2020 0:00,2011,7571
P200009948,BIPD,1/18/2020 0:00,2155,151
P200010501,BIPD,1/20/2020 0:00,0242,12389
P200010583,BIPD,1/20/2020 0:00,0937,
P200010622,BIPD,1/20/2020 0:00,1039,
P200010625,BIPD,1/20/2020 0:00,1050,
P200010616,BIPD,1/20/2020 0:00,1031,
P200010777,BIPD,1/20/2020 0:00,1545,8702
P200014907,BIPD,1/28/2020 0:00,0512,
P200014978,BIPD,1/28/2020 0:00,0910,625
P200015010,BIPD,1/28/2020 0:00,1006,397
P200015262,BIPD,1/28/2020 0:00,1641,10780
P200015442,BIPD,1/29/2020 0:00,0046,1067
P200015444,BIPD,1/29/2020 0:00,0048,621
P200010369,BIPD,1/19/2020 0:00,2043,4612
P200010400,BIPD,1/19/2020 0:00,2201,12957
P200010412,BIPD,1/19/2020 0:00,2241,8040
P200010654,BIPD,1/20/2020 0:00,1147,275
P200010760,BIPD,1/20/2020 0:00,1518,6667
P200005747,BIPD,1/11/2020 0:00,0248,7624
P200005764,BIPD,1/11/2020 0:00,0355,7566
P200005835,BIPD,1/11/2020 0:00,0959,8983
P200005850,BIPD,1/11/2020 0:00,1038,1201
P200005887,BIPD,1/11/2020 0:00,1222,10770
P200005967,BIPD,1/11/2020 0:00,1530,10708
P200009978,BIPD,1/18/2020 0:00,2328,3920
P200010134,BIPD,1/19/2020 0:00,1053,8802
P200010234,BIPD,1/19/2020 0:00,1534,9547
P200010347,BIPD,1/19/2020 0:00,1949,
P200010356,BIPD,1/19/2020 0:00,2010,343
P200010408,BIPD,1/19/2020 0:00,2227,4903
P200010882,BIPD,1/20/2020 0:00,2050,7644
P200010899,BIPD,1/20/2020 0:00,2126,
P200010896,BIPD,1/20/2020 0:00,2124,5668
P200010941,BIPD,1/20/2020 0:00,2243,16344
P200010952,BIPD,1/20/2020 0:00,2304,6234
P200011146,BIPD,1/21/2020 0:00,1005,12081
P200010864,BIPD,1/20/2020 0:00,1956,8521
P200010876,BIPD,1/20/2020 0:00,2037,15216
P200010880,BIPD,1/20/2020 0:00,2044,8040
P200010921,BIPD,1/20/2020 0:00,2207,9888
P200011095,BIPD,1/21/2020 0:00,0842,143
P200011164,BIPD,1/21/2020 0:00,1030,220
P200010514,BIPD,1/20/2020 0:00,0425,9771
P200010603,BIPD,1/20/2020 0:00,1008,10206
P200010641,BIPD,1/20/2020 0:00,1117,
P200010651,BIPD,1/20/2020 0:00,1142,305
P200010783,BIPD,1/20/2020 0:00,1602,625
P200010879,BIPD,1/20/2020 0:00,2044,11299
P200011286,BIPD,1/21/2020 0:00,1409,
P200011513,BIPD,1/21/2020 0:00,2244,6810
P200011827,BIPD,1/22/2020 0:00,1444,558
P200011979,BIPD,1/22/2020 0:00,1841,6422
P200011972,BIPD,1/22/2020 0:00,1829,
P200012141,BIPD,1/23/2020 0:00,0257,7215
P200011342,BIPD,1/21/2020 0:00,1539,7968
P200011471,BIPD,1/21/2020 0:00,2052,12081
P200011518,BIPD,1/21/2020 0:00,2301,
P200011531,BIPD,1/21/2020 0:00,2333,
P200011581,BIPD,1/22/2020 0:00,0346,130
P200011644,BIPD,1/22/2020 0:00,0818,
P200015440,BIPD,1/29/2020 0:00,0046,
P200015519,BIPD,1/29/2020 0:00,0733,
P200015520,BIPD,1/29/2020 0:00,0734,
P200015662,BIPD,1/29/2020 0:00,1157,8873
P200015936,BIPD,1/29/2020 0:00,1855,6423
P200015958,BIPD,1/29/2020 0:00,1957,
P200010891,BIPD,1/20/2020 0:00,2113,7666
P200010944,BIPD,1/20/2020 0:00,2248,16181
P200010948,BIPD,1/20/2020 0:00,2254,8086
P200011190,BIPD,1/21/2020 0:00,1120,
P200011326,BIPD,1/21/2020 0:00,1515,343
P200006004,BIPD,1/11/2020 0:00,1659,12221
P200006168,BIPD,1/11/2020 0:00,2254,10027
P200006176,BIPD,1/11/2020 0:00,2322,15250
P200006181,BIPD,1/11/2020 0:00,2326,11217
P200006200,BIPD,1/12/2020 0:00,0012,4192
P200006320,BIPD,1/12/2020 0:00,0917,
P200011663,BIPD,1/22/2020 0:00,0918,
P200011685,BIPD,1/22/2020 0:00,1001,
P200011689,BIPD,1/22/2020 0:00,1008,858
P200011845,BIPD,1/22/2020 0:00,1509,
P200011848,BIPD,1/22/2020 0:00,1511,
P200011875,BIPD,1/22/2020 0:00,1610,316
P200012211,BIPD,1/23/2020 0:00,0805,465
P200012319,BIPD,1/23/2020 0:00,1138,858
P200012375,BIPD,1/23/2020 0:00,1314,11104
P200012531,BIPD,1/23/2020 0:00,1633,4192
P200012719,BIPD,1/23/2020 0:00,2303,835
P200012959,BIPD,1/24/2020 0:00,1228,625
P200011496,BIPD,1/21/2020 0:00,2146,
P200011524,BIPD,1/21/2020 0:00,2305,8715
P200011570,BIPD,1/22/2020 0:00,0224,6408
P200011574,BIPD,1/22/2020 0:00,0257,
P200011675,BIPD,1/22/2020 0:00,0939,
P200011729,BIPD,1/22/2020 0:00,1146,
P200015963,BIPD,1/29/2020 0:00,2014,
P200016015,BIPD,1/29/2020 0:00,2144,6422
P200016184,BIPD,1/30/2020 0:00,0829,337
P200016244,BIPD,1/30/2020 0:00,1010,6139
P200016351,BIPD,1/30/2020 0:00,1346,
P200016508,BIPD,1/30/2020 0:00,1835,
P200012986,BIPD,1/24/2020 0:00,1314,11655
P200013005,BIPD,1/24/2020 0:00,1349,8765
P200013439,BIPD,1/25/2020 0:00,0902,15446
P200013461,BIPD,1/25/2020 0:00,1011,200
P200013537,BIPD,1/25/2020 0:00,1305,635
P200013581,BIPD,1/25/2020 0:00,1440,7724
P200011923,BIPD,1/22/2020 0:00,1715,220
P200011940,BIPD,1/22/2020 0:00,1750,
P200012008,BIPD,1/22/2020 0:00,1944,161
P200012145,BIPD,1/23/2020 0:00,0326,452
P200012249,BIPD,1/23/2020 0:00,0918,997
P200012493,BIPD,1/23/2020 0:00,1542,
P200011791,BIPD,1/22/2020 0:00,1339,7995
P200011830,BIPD,1/22/2020 0:00,1449,
P200011825,BIPD,1/22/2020 0:00,1444,4327
P200011840,BIPD,1/22/2020 0:00,1459,
P200011828,BIPD,1/22/2020 0:00,1448,847
P200016538,BIPD,1/30/2020 0:00,1937,
P200016543,BIPD,1/30/2020 0:00,1952,
P200016569,BIPD,1/30/2020 0:00,2111,2752
P200016650,BIPD,1/31/2020 0:00,0158,6425
P200016730,BIPD,1/31/2020 0:00,0749,
P200016756,BIPD,1/31/2020 0:00,0852,343
P200013782,BIPD,1/25/2020 0:00,2252,981
P200013794,BIPD,1/25/2020 0:00,2308,523
P200013795,BIPD,1/25/2020 0:00,2310,527
P200013796,BIPD,1/25/2020 0:00,2313,605
P200013814,BIPD,1/25/2020 0:00,2356,808
P200013900,BIPD,1/26/2020 0:00,0557,1171
P200012511,BIPD,1/23/2020 0:00,1613,
P200012513,BIPD,1/23/2020 0:00,1614,
P200012592,BIPD,1/23/2020 0:00,1819,
P200012599,BIPD,1/23/2020 0:00,1831,1301
P200012627,BIPD,1/23/2020 0:00,1943,860
P200012729,BIPD,1/23/2020 0:00,2344,
P200016799,BIPD,1/31/2020 0:00,1019,9413
P200016859,BIPD,1/31/2020 0:00,1151,4439
P200016943,BIPD,1/31/2020 0:00,1416,625
P200017167,BIPD,1/31/2020 0:00,1926,
P200017192,BIPD,1/31/2020 0:00,1955,
P200017238,BIPD,1/31/2020 0:00,2102,7733
P200013934,BIPD,1/26/2020 0:00,0846,13240
P200013986,BIPD,1/26/2020 0:00,1032,1315
P200014160,BIPD,1/26/2020 0:00,1816,7571
P200014292,BIPD,1/26/2020 0:00,2328,560
P200014358,BIPD,1/27/2020 0:00,0600,150
P200014393,BIPD,1/27/2020 0:00,0758,
P200012759,BIPD,1/24/2020 0:00,0213,
P200012948,BIPD,1/24/2020 0:00,1200,
P200012947,BIPD,1/24/2020 0:00,1159,9443
P200012991,BIPD,1/24/2020 0:00,1322,
P200013091,BIPD,1/24/2020 0:00,1549,
P200013215,BIPD,1/24/2020 0:00,1948,6423
P200012266,BIPD,1/23/2020 0:00,0947,
P200012326,BIPD,1/23/2020 0:00,1147,
P200012364,BIPD,1/23/2020 0:00,1258,15632
P200012471,BIPD,1/23/2020 0:00,1512,625
P200012594,BIPD,1/23/2020 0:00,1820,
P200012591,BIPD,1/23/2020 0:00,1818,6894
P200017254,BIPD,1/31/2020 0:00,2144,821
P200017271,BIPD,1/31/2020 0:00,2237,
P200017457,BIPD,2/1/2020 0:00,1021,200
P200017528,BIPD,2/1/2020 0:00,1328,4627
P200017691,BIPD,2/1/2020 0:00,1846,6207
P200017681,BIPD,2/1/2020 0:00,1828,1805
P200014535,BIPD,1/27/2020 0:00,1235,625
P200014598,BIPD,1/27/2020 0:00,1423,981
P200014557,BIPD,1/27/2020 0:00,1319,8800
P200014742,BIPD,1/27/2020 0:00,1842,8366
P200014819,BIPD,1/27/2020 0:00,2159,943
P200013230,BIPD,1/24/2020 0:00,2031,12024
P200013375,BIPD,1/25/2020 0:00,0231,6416
P200013447,BIPD,1/25/2020 0:00,0934,
P200013449,BIPD,1/25/2020 0:00,0944,312
P200013533,BIPD,1/25/2020 0:00,1301,
P200013550,BIPD,1/25/2020 0:00,1344,625
P200017733,BIPD,2/1/2020 0:00,2017,872
P200017765,BIPD,2/1/2020 0:00,2114,835
P200017779,BIPD,2/1/2020 0:00,2145,835
P200017900,BIPD,2/2/2020 0:00,0344,6431
P200017907,BIPD,2/2/2020 0:00,0426,10803
P200018219,BIPD,2/2/2020 0:00,2054,7800BLK
P200006480,BIPD,1/12/2020 0:00,1643,11299
P200006617,BIPD,1/12/2020 0:00,2224,
P200006684,BIPD,1/13/2020 0:00,0035,11299
P200006740,BIPD,1/13/2020 0:00,0321,12490
P200006750,BIPD,1/13/2020 0:00,0345,901
P200006772,BIPD,1/13/2020 0:00,0509,5800-BLK
P200013558,BIPD,1/25/2020 0:00,1357,
P200013748,BIPD,1/25/2020 0:00,2117,
P200013799,BIPD,1/25/2020 0:00,2320,13881
P200013807,BIPD,1/25/2020 0:00,2350,885
P200013927,BIPD,1/26/2020 0:00,0828,1373
P200014017,BIPD,1/26/2020 0:00,1136,9501
P200012655,BIPD,1/23/2020 0:00,2036,
P200012713,BIPD,1/23/2020 0:00,2246,835
P200012731,BIPD,1/23/2020 0:00,2354,
P200012761,BIPD,1/24/2020 0:00,0214,722
P200012762,BIPD,1/24/2020 0:00,0216,921
P200012828,BIPD,1/24/2020 0:00,0725,
P200014829,BIPD,1/27/2020 0:00,2230,7666
P200014953,BIPD,1/28/2020 0:00,0801,316
P200015034,BIPD,1/28/2020 0:00,1038,
P200015169,BIPD,1/28/2020 0:00,1416,11299
P200015249,BIPD,1/28/2020 0:00,1629,
P200015441,BIPD,1/29/2020 0:00,0046,4398
P200006859,BIPD,1/13/2020 0:00,1005,100
P200006930,BIPD,1/13/2020 0:00,1251,625
P200007023,BIPD,1/13/2020 0:00,1553,
P200007130,BIPD,1/13/2020 0:00,2026,
P200007253,BIPD,1/14/2020 0:00,0243,
P200007331,BIPD,1/14/2020 0:00,0814,4768
P200014063,BIPD,1/26/2020 0:00,1407,240
P200014070,BIPD,1/26/2020 0:00,1439,14563
P200014145,BIPD,1/26/2020 0:00,1756,5350
P200014285,BIPD,1/26/2020 0:00,2320,442
P200014298,BIPD,1/26/2020 0:00,2343,7644
P200014303,BIPD,1/26/2020 0:00,2359,9171
P200012900,BIPD,1/24/2020 0:00,1006,
P200012903,BIPD,1/24/2020 0:00,1015,
P200013184,BIPD,1/24/2020 0:00,1855,300
P200013206,BIPD,1/24/2020 0:00,1938,
P200013237,BIPD,1/24/2020 0:00,2043,8040
P200007393,BIPD,1/14/2020 0:00,1055,7936
P200007427,BIPD,1/14/2020 0:00,1214,
P200007439,BIPD,1/14/2020 0:00,1237,625
P200007449,BIPD,1/14/2020 0:00,1302,
P200007590,BIPD,1/14/2020 0:00,1732,500
P200007604,BIPD,1/14/2020 0:00,1808,
P200014396,BIPD,1/27/2020 0:00,0805,
P200014406,BIPD,1/27/2020 0:00,0837,
P200014492,BIPD,1/27/2020 0:00,1120,8588
P200014519,BIPD,1/27/2020 0:00,1200,981
P200014571,BIPD,1/27/2020 0:00,1349,625
P200014664,BIPD,1/27/2020 0:00,1606,
P200015450,BIPD,1/29/2020 0:00,0054,882
P200015451,BIPD,1/29/2020 0:00,0055,866
P200015563,BIPD,1/29/2020 0:00,0858,299
P200015843,BIPD,1/29/2020 0:00,1605,1415
P200015868,BIPD,1/29/2020 0:00,1645,400
P200015932,BIPD,1/29/2020 0:00,1848,
P200018474,BIPD,2/3/2020 0:00,1036,9295
P200018513,BIPD,2/3/2020 0:00,1154,240
P200018617,BIPD,2/3/2020 0:00,1443,15446
P200018546,BIPD,2/3/2020 0:00,1254,305
P200018793,BIPD,2/3/2020 0:00,2109,8840
P200018962,BIPD,2/4/2020 0:00,0801,10910
P200013242,BIPD,1/24/2020 0:00,2052,10831
P200013299,BIPD,1/24/2020 0:00,2207,10140
P200013467,BIPD,1/25/2020 0:00,1026,
P200013459,BIPD,1/25/2020 0:00,1008,9196
P200013635,BIPD,1/25/2020 0:00,1638,284
P200013798,BIPD,1/25/2020 0:00,2317,1051
P200015961,BIPD,1/29/2020 0:00,2010,
P200015996,BIPD,1/29/2020 0:00,2107,323
P200016119,BIPD,1/30/2020 0:00,0542,
P200016123,BIPD,1/30/2020 0:00,0604,309
P200016306,BIPD,1/30/2020 0:00,1223,11785
P200016424,BIPD,1/30/2020 0:00,1530,625
P200019205,BIPD,2/4/2020 0:00,1544,4865
P200019367,BIPD,2/4/2020 0:00,2145,15446
P200019374,BIPD,2/4/2020 0:00,2209,
P200019418,BIPD,2/5/2020 0:00,0027,10341
P200019452,BIPD,2/5/2020 0:00,0407,14289
P200019453,BIPD,2/5/2020 0:00,0410,15231
P200013836,BIPD,1/26/2020 0:00,0045,4366
P200014163,BIPD,1/26/2020 0:00,1821,
P200014189,BIPD,1/26/2020 0:00,1921,
P200014294,BIPD,1/26/2020 0:00,2333,15213
P200014295,BIPD,1/26/2020 0:00,2336,13987
P200016511,BIPD,1/30/2020 0:00,1840,
P200016553,BIPD,1/30/2020 0:00,2018,
P200016675,BIPD,1/31/2020 0:00,0346,
P200016821,BIPD,1/31/2020 0:00,1046,11295
P200016872,BIPD,1/31/2020 0:00,1214,7650
P200017011,BIPD,1/31/2020 0:00,1549,15124
P200007792,BIPD,1/15/2020 0:00,0235,11651
P200007887,BIPD,1/15/2020 0:00,0926,8715
P200007912,BIPD,1/15/2020 0:00,1028,8804
P200007921,BIPD,1/15/2020 0:00,1044,11123
P200007951,BIPD,1/15/2020 0:00,1141,253
P200008000,BIPD,1/15/2020 0:00,1334,
P200014479,BIPD,1/27/2020 0:00,1048,525
P200014562,BIPD,1/27/2020 0:00,1328,7480
P200014672,BIPD,1/27/2020 0:00,1619,300
P200014758,BIPD,1/27/2020 0:00,1920,5702
P200014763,BIPD,1/27/2020 0:00,1940,11075
P200014801,BIPD,1/27/2020 0:00,2120,
P200017157,BIPD,1/31/2020 0:00,1912,9330
P200017220,BIPD,1/31/2020 0:00,2041,
P200017349,BIPD,2/1/2020 0:00,0135,883
P200017406,BIPD,2/1/2020 0:00,0714,
P200017428,BIPD,2/1/2020 0:00,0846,
P200017566,BIPD,2/1/2020 0:00,1439,
P200019523,BIPD,2/5/2020 0:00,0826,318
P200019620,BIPD,2/5/2020 0:00,1122,
P200019666,BIPD,2/5/2020 0:00,1234,747
P200019703,BIPD,2/5/2020 0:00,1335,300
P200019717,BIPD,2/5/2020 0:00,1358,
P200019700,BIPD,2/5/2020 0:00,1330,6527
P200014808,BIPD,1/27/2020 0:00,2132,
P200014813,BIPD,1/27/2020 0:00,2143,9555
P200014948,BIPD,1/28/2020 0:00,0746,406
P200014967,BIPD,1/28/2020 0:00,0845,
P200015043,BIPD,1/28/2020 0:00,1050,280
P200015053,BIPD,1/28/2020 0:00,1105,
P200008183,BIPD,1/15/2020 0:00,1723,
P200008331,BIPD,1/15/2020 0:00,2312,9953
P200008500,BIPD,1/16/2020 0:00,0911,
P200008514,BIPD,1/16/2020 0:00,0933,343
P200008629,BIPD,1/16/2020 0:00,1311,1850
P200008725,BIPD,1/16/2020 0:00,1548,287
P200014804,BIPD,1/27/2020 0:00,2125,
P200014955,BIPD,1/28/2020 0:00,0806,
P200014968,BIPD,1/28/2020 0:00,0846,8189
P200015057,BIPD,1/28/2020 0:00,1114,625
P200015328,BIPD,1/28/2020 0:00,1950,280
P200015438,BIPD,1/29/2020 0:00,0043,930
P200017787,BIPD,2/1/2020 0:00,2158,7215
P200017804,BIPD,2/1/2020 0:00,2237,
P200017814,BIPD,2/1/2020 0:00,2304,11200-BL
P200018015,BIPD,2/2/2020 0:00,1155,
P200018027,BIPD,2/2/2020 0:00,1231,301
P200015058,BIPD,1/28/2020 0:00,1115,625
P200015182,BIPD,1/28/2020 0:00,1433,9343
P200015446,BIPD,1/29/2020 0:00,0050,421
P200015447,BIPD,1/29/2020 0:00,0051,665
P200015460,BIPD,1/29/2020 0:00,0107,4873
P200015513,BIPD,1/29/2020 0:00,0712,
P200015449,BIPD,1/29/2020 0:00,0052,756
P200015456,BIPD,1/29/2020 0:00,0101,919
P200015509,BIPD,1/29/2020 0:00,0651,380
P200015522,BIPD,1/29/2020 0:00,0738,
P200015660,BIPD,1/29/2020 0:00,1153,11700
P200015710,BIPD,1/29/2020 0:00,1302,
P200018437,BIPD,2/3/2020 0:00,0930,
P200018447,BIPD,2/3/2020 0:00,0950,
P200018595,BIPD,2/3/2020 0:00,1408,
P200018657,BIPD,2/3/2020 0:00,1537,
P200018831,BIPD,2/3/2020 0:00,2239,11299
P200018876,BIPD,2/4/2020 0:00,0005,231
P200015554,BIPD,1/29/2020 0:00,0837,9330
P200015606,BIPD,1/29/2020 0:00,1032,6716
P200015694,BIPD,1/29/2020 0:00,1240,831
P200015770,BIPD,1/29/2020 0:00,1420,14739
P200015785,BIPD,1/29/2020 0:00,1440,
P200016232,BIPD,1/30/2020 0:00,0953,635
P200015907,BIPD,1/29/2020 0:00,1755,
P200015918,BIPD,1/29/2020 0:00,1816,9453
P200015919,BIPD,1/29/2020 0:00,1823,
P200016017,BIPD,1/29/2020 0:00,2151,
P200016096,BIPD,1/30/2020 0:00,0313,10340
P200016203,BIPD,1/30/2020 0:00,0902,
P200016277,BIPD,1/30/2020 0:00,1121,
P200016286,BIPD,1/30/2020 0:00,1141,1050
P200016292,BIPD,1/30/2020 0:00,1151,
P200016344,BIPD,1/30/2020 0:00,1339,406
P200016391,BIPD,1/30/2020 0:00,1443,
P200016440,BIPD,1/30/2020 0:00,1608,867
P200018877,BIPD,2/4/2020 0:00,0006,
P200018951,BIPD,2/4/2020 0:00,0738,4690
P200018966,BIPD,2/4/2020 0:00,0804,
P200018979,BIPD,2/4/2020 0:00,0834,12735
P200019203,BIPD,2/4/2020 0:00,1541,9996
P200019339,BIPD,2/4/2020 0:00,2010,8040
P200019923,BIPD,2/5/2020 0:00,2130,200
P200019968,BIPD,2/5/2020 0:00,2317,
P200019979,BIPD,2/5/2020 0:00,2350,883
P200019995,BIPD,2/6/2020 0:00,0027,
P200020019,BIPD,2/6/2020 0:00,0225,716
P200020025,BIPD,2/6/2020 0:00,0241,4819
P200016418,BIPD,1/30/2020 0:00,1522,406
P200016534,BIPD,1/30/2020 0:00,1919,8401
P200016655,BIPD,1/31/2020 0:00,0216,
P200016750,BIPD,1/31/2020 0:00,0842,
P200016761,BIPD,1/31/2020 0:00,0857,
P200016448,BIPD,1/30/2020 0:00,1630,
P200016473,BIPD,1/30/2020 0:00,1719,
P200016716,BIPD,1/31/2020 0:00,0727,
P200016696,BIPD,1/31/2020 0:00,0621,
P200016752,BIPD,1/31/2020 0:00,0845,249
P200016882,BIPD,1/31/2020 0:00,1228,9792
P200020041,BIPD,2/6/2020 0:00,0321,16382
P200020484,BIPD,2/6/2020 0:00,1951,406
P200020464,BIPD,2/6/2020 0:00,1908,599
P200020578,BIPD,2/7/2020 0:00,0143,625
P200020706,BIPD,2/7/2020 0:00,1017,1884
P200020980,BIPD,2/7/2020 0:00,1748,
P200019451,BIPD,2/5/2020 0:00,0404,12613
P200019539,BIPD,2/5/2020 0:00,0904,3903
P200019631,BIPD,2/5/2020 0:00,1134,
P200019675,BIPD,2/5/2020 0:00,1251,170
P200019779,BIPD,2/5/2020 0:00,1549,234
P200019834,BIPD,2/5/2020 0:00,1713,15446
P200016763,BIPD,1/31/2020 0:00,0900,
P200016844,BIPD,1/31/2020 0:00,1121,360
P200016849,BIPD,1/31/2020 0:00,1131,
P200016983,BIPD,1/31/2020 0:00,1509,141
P200017107,BIPD,1/31/2020 0:00,1759,835
P200017132,BIPD,1/31/2020 0:00,1843,5463
P200021045,BIPD,2/7/2020 0:00,1943,10906
P200021177,BIPD,2/7/2020 0:00,2344,
P200021175,BIPD,2/7/2020 0:00,2341,13240
P200021385,BIPD,2/8/2020 0:00,1152,10987
P200021418,BIPD,2/8/2020 0:00,1335,565
P200021504,BIPD,2/8/2020 0:00,1649,12659
P200009093,BIPD,1/17/2020 0:00,1028,1315
P200009302,BIPD,1/17/2020 0:00,1648,
P200009485,BIPD,1/17/2020 0:00,2241,7644
P200009593,BIPD,1/18/2020 0:00,0722,1344
P200009660,BIPD,1/18/2020 0:00,1112,
P200009665,BIPD,1/18/2020 0:00,1126,
P200016992,BIPD,1/31/2020 0:00,1516,
P200017229,BIPD,1/31/2020 0:00,2052,
P200017405,BIPD,2/1/2020 0:00,0713,
P200017762,BIPD,2/1/2020 0:00,2112,231
P200017795,BIPD,2/1/2020 0:00,2213,4000
P200017885,BIPD,2/2/2020 0:00,0228,
P200021636,BIPD,2/8/2020 0:00,2121,229
