row_number,reasons,Case Number,Address,Date & Time,Offense Description,Case Disposition,PD District
5256,'Case Disposition' garbled/scrambled text,2022-00017883,9705 LORAIN AVE,1/19/2022 at 15:00,BREAKING & ENTERING _ THEF*TN/OFE,"PLAOPNEYR USN - ONC.FC.IU.LP. IED STRUCTU1RE,FORCE/STEALTH/DECEPTION.",
5286,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2022-00016587,4781 HINCKLEY INDUSTRIAL 1P/K19W/2Y022 at 10:58,,,,2
5372,'Address' contains a date/time (leak?),2022-00016382,W 130TH ST & DETROIT AVE1/18/2022 at 16:00,,RAPE,,1
5374,'Offense Description' garbled text (embedded symbol),2022-00015800,W 99TH ST,1/18/2022 at 15:50,CARRYING CONCEALED WEAPO*CNHSARGED / FELONY,,1
5463,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2022-00014913,3439 MARTIN LUTHER KING J1R/1,D7/R2022 at 19:00,AGGRAVATED MENACING,,4
5567,'Case Disposition' garbled/scrambled text,2022-00013828,2381 GREENVALE RD,1/16/2022 at 15:00,VIOLATING PROTECTION ORDE*RC HOARR,CGOENDS /E MNITS DAEGMREEAENMOERNT,5
5590,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2022-00013638,3939 COMMUNITY COLLEGE 1A/V1E6/2022 at 10:40,,AGGRAVATED ROBBERY,,3
5621,'Address' contains a date/time (leak?),2022-00013481,DENISON AVE & W 94TH ST1/16/2022 at 3:20,,FELONIOUS ASSAULT - (ALL) EXCEPTIONAL CLEARANCE,,1
5629,'Offense Description' garbled/scrambled text,2022-00013396,1596 E 115TH ST,1/16/2022 at 1:12,UNDERAGE POSSESSION/CONSUMPTION IN PUBLIC/PRIV PL,CWRU,
5666,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2022-00013227,2250 COMMUNITY COLLEGE 1A/V1E5/2022 at 20:30,,DEAD BODY REPORT,,3
5766,'Case Disposition' garbled/scrambled text,2022-00012562,6537 NEWMAN AVE,1/15/2022 at 0:57,IMP DISCH FIREARM AT OR INTORE HFAEBRITRAETDIO,TNO OGRR ASNCDH OJUORLY,3
5781,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2022-00014439,13525 LAKEWOOD HEIGHTS 1B/L1V4D/2022 at 21:00,,AGGRAVATED MENACING,,1
5788,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2022-00012367,4781 HINCKLEY INDUSTRIAL 1P/K14W/2Y022 at 19:42,,PROPERTY FOUND REPORT,,2
5818,'Address' contains a date/time (leak?),2022-08000041,17615 E WILDWOOD LANE AV1/14/2022 at 14:27,,PROPERTY LOST REPORT,,5
5840,'Offense Description' garbled/scrambled text,2022-00012012,E 93RD ST,1/14/2022 at 12:00,RECOVERED VEH/PROPERTY NON-CRIME,,4
5841,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2022-00011998,3624 COMMUNITY COLLEGE 1A/V1E4/2022 at 12:00,,DOMESTIC VIOLENCE,*NO PAPERS (INSUFFICIENT EVD),3
5844,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2022-00011950,3624 COMMUNITY COLLEGE 1A/V1E4/2022 at 11:38,,DOMESTIC VIOLENCE,RELATED CASE,3
5907,'Date & Time' doesn't look like a date; 'Date & Time' possible overlapping text,2022-00011764,11901 MARTIN LUTHER KING 1,J/R13 D/2R022 at 23:00,CRIMINAL DAMAGING OR ENDANGERING,,4
5908,'Case Disposition' garbled/scrambled text,2022-00011654,4458 W 130TH ST,1/13/2022 at 23:00,"FELONIOUS ASSAULT - HANDS,* FCIHSATRS,G","FEEDE /T FSE, LEOTCNY",1
5913,'Case Disposition' garbled/scrambled text,2022-00011531,11919 HOLBORN AVE,1/13/2022 at 22:20,OPEN CONTAINER PROHIBITED* CINH,AANR GOEPDE R/ FAETILNOGN VYEHICLE,4
5940,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2022-00011356,3526 MARTIN LUTHER KING J1R/1,D3/R2022 at 18:30,ASSAULT,,4
5968,'Case Disposition' garbled/scrambled text,2022-00011157,3691 PERKINS AVE,1/13/2022 at 14:30,VIOLATING PROTECTION ORDE*RC HOARR,CGOENDS /E MNITS DAEGMREEAENMOERNT,3
5977,'Offense Description' garbled text (embedded symbol),2022-00011104,E 69TH ST,1/13/2022 at 13:52,CARRYING CONCEALED WEAPO*CNHSARGED / FELONY,,3
5990,'Case Disposition' garbled/scrambled text,2022-00011223,3028 VICTOR AVE,1/13/2022 at 12:00,IMP DISCH FIREARM AT OR INTO*N HOA,PBAITPAETRIOSN - NO.RF .SI.LC.HOOL,3
6052,'Offense Description' garbled text (embedded symbol),2022-00010521,W 90 HWY & E 9TH ST,1/12/2022 at 21:35,DR UNDR SUSPENTION/REVOK*ECDH,LAIRCGEENDS E/ FELONY,3
6136,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2022-00009827,4781 HINCKLEY INDUSTRIAL 1P/K12W/2Y022 at 8:23,,PROPERTY FOUND REPORT,,2
6139,'Offense Description' garbled text (embedded symbol),2022-00013913,2636 N MORELAND ST,1/12/2022 at 8:00,INTERFERENCE WITH CUSTOD*YCHARGED / MISDEMEANOR,,4
6154,'Case Disposition' garbled/scrambled text,2022-00009682,3667 E 138TH ST,1/12/2022 at 1:25,IMPROPERLY HANDLING FIREACRAMSSE,I NR EAA MSOSTIGONRE VDEHICLE,4
6158,'Offense Description' garbled/scrambled text,2022-00010146,15210 JUDSON DR,1/12/2022 at 0:00,RECOVERED VEH/PROPERTY NON-CRIME,,4
6177,'Offense Description' garbled/scrambled text,2022-00009531,E 59TH ST,1/11/2022 at 21:13,RECOVERED VEH/PROPERTY NON-CRIME,,3
6200,'Address' possible overlapping text; 'Date & Time' possible overlapping text,2022-00009254,3750 MARTIN LUTHER KING J1R/1,D1/R2022 at 15:20,ASSAULT,,4
6236,'Address' contains a date/time (leak?),2022-00016565,2250 COMMUNITY COLLEGE 1A/V11E/2022 at 7:00,,THEFT - FRAUD,,3
6271,'Offense Description' garbled/scrambled text,2022-00008635,947 E 143RD ST,1/10/2022 at 18:00,RECOVERED VEH/PROPERTY NON-CRIME,,5
6340,'Case Disposition' garbled/scrambled text,2022-00008015,3602 MOBILE CT,1/10/2022 at 1:00,IMP DISCH FIREARM ON OR NE*ANRO,P PRAOPHEIRBSIT (EINDS PURFEFMICISIEENST EVD),2
6356,'Offense Description' garbled text (embedded symbol); 'Case Disposition' fragmented text (overlap?),2022-00007945,E 131ST ST,1/9/2022 at 22:33,IMPROPERLY HANDLING FIREA*RCMHSA RING,AE DM O/ FTEOLRO VNEYHICLE,4
6370,'Offense Description' garbled/scrambled text,2022-00007885,513 E 107TH ST,1/9/2022 at 19:32,RECOVERED VEH/PROPERTY NON-CRIME,,5
6393,'Offense Description' garbled/scrambled text,2022-00007762,18024 PARKMOUNT AVE,1/9/2022 at 17:39,AGG. BURGLARY_DEADLY WEAPON/DANGEROUS ORDANANCE,CMHA,
6433,'Offense Description' garbled text (embedded symbol),2022-00007542,5807 FULLERTON AVE,1/9/2022 at 11:23,CARRYING CONCEALED WEAPO*CNHSARGED / FELONY,,4
6455,'Offense Description' garbled text (embedded symbol),2022-00007379,10800 SHAKER BLVD,1/9/2022 at 3:50,CARRYING CONCEALED WEAPO*CNHSARGED / FELONY,,4
6456,'Case Disposition' garbled/scrambled text,2022-00007375,6241 BROADWAY AVE,1/9/2022 at 3:45,BREAKING & ENTERING _ THEF*TN/OFE,"PLAOPNEYR USN - ONC.FC.IU.LP. IED STRUCTU3RE,FORCE/STEALTH/DECEPTION.",
6571,'Address' contains a date/time (leak?),2022-08000036,200 CLEVELAND MEM SHWY1/8/2022 at 2:00,,THEFT,,3
6685,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2022-00007609,10810 MOUNT OVERLOOK AV1E/7/2022 at 1:00,,MOTOR VEHICLE THEFT - GTMV,,4
6785,'Case Disposition' possible overlapping text,2022-00005009,15225 WATERLOO RD,1/6/2022 at 8:12,B&E-NO FORCE-NON-RESIDENC*CEH,0A6R0G0-E1D80 /0 FELONY,5
6828,'Offense Description' garbled text (embedded symbol); 'Case Disposition' fragmented text (overlap?),2022-00004719,9520 DETROIT AVE,1/5/2022 at 21:46,IMPROPERLY HANDLING FIREA*RCMHSA RING,AE DM O/ FTEOLRO VNEYHICLE,1
6876,'Case Disposition' garbled/scrambled text,2022-00004262,3612 CYPRESS AVE,1/5/2022 at 13:12,VIOLATING PROTECTION ORDE*RC HOARR,CGOENDS /E FNETL OAGNRYEEMENT,2
6984,'Offense Description' garbled/scrambled text,2022-00003413,10118 MADISON AVE,1/4/2022 at 16:00,AGG. BURGLARY_DEADLY WEAPON/DANGEROUS ORDANANCE,,1
6992,'Offense Description' garbled text (embedded symbol),2022-00006441,7114 ST CLAIR AVE,1/4/2022 at 15:00,PETTY THEFT PURSE-SNATCHI*NNGO PAPERS - N.F.I.L.,,5
7168,'Case Disposition' garbled/scrambled text,2022-00002556,1883 REYBURN RD,1/2/2022 at 22:00,IMP DISCH FIREARM AT OR INTO*N HOA,PBAITPAETRIOSN - NO.RF .SI.LC.HOOL,5
7189,'Case Disposition' garbled/scrambled text,2022-00001794,4812 LEE RD,1/2/2022 at 17:45,VIOLATING PROTECTION ORDEPRR,OORS ECCOUNTSOERN'ST AOGFRFIECEEMENT,4
7255,'Offense Description' garbled/scrambled text,2022-00001417,EUCLID AVE,1/2/2022 at 3:15,RECOVERED VEH/PROPERTY NON-CRIME,,3
7256,'Offense Description' garbled text (embedded symbol); 'Case Disposition' fragmented text (overlap?),2022-00001358,12815 LOCKE AVE,1/2/2022 at 3:00,IMPROPERLY HANDLING FIREA*RCMHSA RING,AE DM O/ FTEOLRO VNEYHICLE,5
7265,'Offense Description' garbled/scrambled text,2022-00001274,W 73RD ST,1/2/2022 at 0:20,RECOVERED VEH/PROPERTY NON-CRIME,,2
7288,'Offense Description' garbled/scrambled text,2022-00001191,6207 BROADWAY AVE,1/1/2022 at 21:31,AGG. ROBBERY_DEADLY WEAP*ONNO PAPERS - N.F.I.L.,,3
7301,'Date & Time' doesn't look like a date; 'Address' possible overlapping text; 'Date & Time' possible overlapping text,2022-00000991,3155 MARTIN LUTHER KING J1R/1,D/2R022 at 16:38,PROPERTY FOUND REPORT,,4
7332,'Date & Time' doesn't look like a date; 'Address' possible overlapping text; 'Date & Time' possible overlapping text,2022-00022632,2704 MARTIN LUTHER KING J1R/1,D/2R022 at 12:00,IDENTITY THEFT,,4
7420,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2022-00000109,I 90 W & W 41ST & 44TH EXI1T/1/2022 at 0:40,,PROPERTY FOUND REPORT,,2
7434,'Case Disposition' garbled/scrambled text,2022-00000028,1815 HOLMDEN AVE,1/1/2022 at 0:01,IMP DISCH FIREARM ON OR NEWARA RPRRAONHTIB,- ISTEUDS PPERCETM WISAENSTED,2
7440,'Case Disposition' garbled/scrambled text,2022-00000690,10557 CLAIRDOAN AVE,1/1/2022 at 0:00,IMP DISCH FIREARM AT OR INTO*N HOA,PBAITPAETRIOSN - NO.RF .SI.LC.HOOL,5
7442,'Case Disposition' garbled/scrambled text,2022-00000200,6307 LUTHER AVE,1/1/2022 at 0:00,IMP DISCH FIREARM AT OR INTO*N HOA,PBAITPAETRIOSN - NO.RF .SI.LC.HOOL,5
7560,'Case Disposition' garbled/scrambled text,2021-00392674,9604 LARNDER AVE,12/31/2021 at 6:00,VIOLATING PROTECTION ORDERRE,OFERR CROENDS TEON TG ARGARNEDE JMUERNYT,1
7561,'Offense Description' garbled text (embedded symbol); 'Case Disposition' fragmented text (overlap?),2021-00392657,3623 E 75TH ST,12/31/2021 at 5:41,IMPROPERLY HANDLING FIREA*RCMHSA RING,AE DM O/ FTEOLRO VNEYHICLE,4
7562,'Case Disposition' garbled/scrambled text,2021-00392662,10807 HAMPDEN AVE,12/31/2021 at 5:40,IMP DISCH FIREARM AT OR INTO*N HOA,PBAITPAETRIOSN - NO.RF .SI.LC.HOOL,5
7569,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00392628,IR 71 S & W 130TH STREET 1E2X/T31/2021 at 3:30,,PROPERTY FOUND REPORT,,1
7579,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00393094,I-71 EXIT RAMP S & W 130 S1T2/31/2021 at 1:45,,FELONIOUS ASSAULT - FIREARM*NO PAPERS - N.F.I.L.,,1
7602,'Case Disposition' garbled/scrambled text,2021-00392422,SHAW AVE,12/30/2021 at 22:01,IMPROPERLY HANDLING FIREARREMFSE,IRNR AE MD OTTOO GRR VAENHDI CJLUERY,5
7668,'Offense Description' garbled/scrambled text,2021-00391819,676 E 152ND ST,12/30/2021 at 10:30,RECOVERED VEH/PROPERTY NON-CRIME,,5
7700,'Case Disposition' garbled/scrambled text,2021-00391525,3629 E 146TH ST,12/29/2021 at 23:12,IMP DISCH FIREARM AT OR INTO*N HOA,PBAITPAETRIOSN (I NOSRU SFCFHICOIEONLT EVD),4
7737,'Offense Description' garbled text (embedded symbol); 'Case Disposition' fragmented text (overlap?),2021-00391252,3350 E 116TH ST,12/29/2021 at 16:50,IMPROPERLY HANDLING FIREA*RCMHSA RING,AE DM O/ FTEOLRO VNEYHICLE,4
7744,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00391831,3343 COMMUNITY COLLEGE 1A2V/E29/2021 at 15:30,,THEFT,*NO PAPERS - N.F.I.L.,3
7753,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00391146,CLEVELAND MEMORIAL SHO1R2E/2W9A/2Y021 at 14:40,,CRISIS INTERVENTION,,2
7852,'Offense Description' garbled/scrambled text; 'Case Disposition' garbled/scrambled text,2021-00390433,10012 MANOR AVE,12/28/2021 at 15:30,DOMESTIC VIOLENCE-KNOWIN*GNLOY PCAAPUESRES,O (RIN ASTUTFEFMICPITEENDT TEOVD),4
7871,'Address' contains a date/time (leak?),2022-00023432,E 116TH ST & SHAKER BLVD12/28/2021 at 12:00,,UNLAWFUL SEXUAL CONDUCT WITH MINOR,,4
7879,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2022-00005977,2302 COMMUNITY COLLEGE 1A2V/E28/2021 at 11:00,,THEFT,,3
7927,'Case Disposition' garbled/scrambled text,2021-00389726,W 73RD ST,12/27/2021 at 22:03,FAILURE TO COMPLY WITH A LAWWAFRURLA,ONRTD -E SRUSPECT WANTED,2
7935,'Case Disposition' garbled/scrambled text,2021-00389952,2029 E 40TH ST,12/27/2021 at 21:00,CRIMINAL DAMAGING OR ENDA*NNGOE,PRAINPEGRS - VICTIM N.F.I.L.,3
7955,'Offense Description' garbled/scrambled text,2021-00389590,6605 BONNA AVE,12/27/2021 at 18:47,VIOLATING ANTI-STALKING PRO*TCEOCMTPIOLANI NOARNDTE,RREF TO PROSECUT5OR,
7963,'Case Disposition' garbled/scrambled text,2021-00389474,3187 W 32ND ST,12/27/2021 at 16:48,BREAKING & ENTERING _ THEF*TN/OFE,"PLAOPNEYR USN - ONC.FC.IU.LP. IED STRUCTU2RE,FORCE/STEALTH/DECEPTION.",
8083,'Case Disposition' garbled/scrambled text,2021-00388615,I 90 E,12/26/2021 at 13:00,IMPERSONATING PEACE OFFIC*ECRO,MORPL PARINIVAANTTE RPEOFL ITCOE MPRAONSECUT5OR,
8104,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00388792,13901 LAKEWOOD HEIGHTS 1B2L/V2D6/2021 at 10:00,,AGGRAVATED MURDER-PREME*DCIHTAATREGDED / FELONY,,1
8192,'Offense Description' garbled text (embedded symbol),2021-00387976,3377 E 118TH ST,12/25/2021 at 14:10,INTERFERENCE WITH CUSTOD*YNO PAPERS (INSUFFICIENT EVD),,4
8281,'Offense Description' garbled/scrambled text,2021-00387433,623 E 131ST ST,12/24/2021 at 18:00,RECOVERED VEH/PROPERTY NON-CRIME,,5
8318,'Case Disposition' possible overlapping text,2021-00392053,17106 LOTUS DR,12/24/2021 at 12:00,THEFT OF DRUGS (REPEALED -* NNOO WPA,GPOER TSO ( 2IN9S13U.F0F2)ICIENT EVD),4
8340,'Offense Description' garbled text (embedded symbol),2021-00386962,1939 GREEN RD,12/24/2021 at 2:43,CARRYING CONCEALED WEAPO*CNHSARGED / FELONY,,5
8362,'Address' contains a date/time (leak?),2021-00386901,E 123RD ST & ST CLAIR AVE12/23/2021 at 23:50,,HAVING WEAPONS WHILE UNDER DISABILITY,,5
8367,'Date & Time' doesn't look like a date; 'Address' possible overlapping text; 'Date & Time' possible overlapping text,2021-00386801,IR 77 (NORTH) & E 22ND (EX1I2T/,2R3A/2M0P2)1 S aTt 21:05,PROPERTY FOUND REPORT,,3
8386,'Offense Description' garbled text (embedded symbol); 'Case Disposition' fragmented text (overlap?),2021-00386668,12301 OAKFIELD AVE,12/23/2021 at 18:09,IMPROPERLY HANDLING FIREA*RCMHSA RING,AE DM O/ FTEOLRO VNEYHICLE,4
8418,'Address' contains a date/time (leak?),2022-00043569,11019 RESERVOIR PLACE DR12/23/2021 at 12:00,,TELEPHONE HARASSMENT,,4
8457,'Case Disposition' garbled/scrambled text,2021-00386002,KINSMAN RD,12/22/2021 at 22:30,IMPROPERLY HANDLING FIREARREMFSE,IRNR AE MD OTTOO JRU VVEENHIILCEL ECOURT,4
8481,'Case Disposition' garbled/scrambled text,2021-00387435,10612 HAMPDEN AVE,12/22/2021 at 18:00,IMP DISCH FIREARM AT OR INTO*N HOA,PBAITPAETRIOSN - NO.RF .SI.LC.HOOL,5
8567,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00385145,4781 HINCKLEY INDUSTRIAL 1P2K/2W1Y/2021 at 21:12,,,,
8572,'Case Disposition' garbled/scrambled text,2022-00043417,4505 BROOKLYN AVE,12/21/2021 at 20:44,VIOLATING PROTECTION ORDE*RN OO RP ACPOENRSSE,(NINTS AUGFRFEICEIMENETN TEVD),2
8636,'Case Disposition' garbled/scrambled text,2021-00385231,2347 E 61ST ST,12/21/2021 at 8:00,BREAKING & ENTERING _ THEF*TN/OFE,"PLAOPNEYR USN - ONC.FC.IU.LP. IED STRUCTU3RE,FORCE/STEALTH/DECEPTION.",
8702,'Address' contains a date/time (leak?),2021-00384082,E 124TH ST & SAYWELL AVE12/20/2021 at 17:00,,PETTY THEFT,,5
8803,'Case Disposition' garbled/scrambled text,2021-00384070,1414 W 85TH ST,12/19/2021 at 22:00,"FELONIOUS ASSAULT - HANDS,R FEISFTESR,R","FEEDE TTSO, JEUTVCENILE COURT",1
8806,'Case Disposition' garbled/scrambled text,2021-00383403,3612 CYPRESS AVE,12/19/2021 at 21:50,VIOLATING PROTECTION ORDERRE,OFERR CROENDS TEON TG ARGARNEDE JMUERNYT,2
8822,'Address' contains a date/time (leak?),2022-00007027,4050 PARK FULTON OVAL AVE12/19/2021 at 18:00,,MOTOR VEHICLE TRESPASS,,2
8857,"'PD District' expected numeric, has text; 'Case Disposition' garbled/scrambled text",2021-00383047,3965 E 65TH ST,12/19/2021 at 12:45,IMPROPERLY DISCHARGING A F*CIROEMAPRLMA,IONNA NOTR R NEEFA TRO P PRROOHSIBEICTEUDT4O,PRREMISES
8861,'Address' contains a date/time (leak?),2021-00382995,W 105TH ST & MADISON AVE12/19/2021 at 12:20,,PETTY THEFT,,1
8903,'Date & Time' doesn't look like a date; 'Address' possible overlapping text; 'Date & Time' possible overlapping text,2021-00382751,COLUMBUS AVE & ROBERT 1L2O/1C9K/2W0O21O,aDt A 3V:2E5,DAMAGE TO PROPERTY NON-CRIME,,3
8911,'Offense Description' garbled text (embedded symbol),2021-00382718,1260 W 6TH ST,12/19/2021 at 2:00,DISORDERLY CONDUCT INTOXI*CCAHTAERDGED / FELONY,,3
8979,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00382181,INTERGRAPHINCIDENTADDR1E2S/1S8/2021 at 14:16,,,,2
9016,'Offense Description' garbled text (embedded symbol); 'Case Disposition' fragmented text (overlap?),2021-00381949,E 81ST ST,12/18/2021 at 9:20,IMPROPERLY HANDLING FIREA*RCMHSA RING,AE DM O/ FTEOLRO VNEYHICLE,3
9027,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00381890,W 3RD ST & FRANKFORT AV1E2/18/2021 at 7:44,,DEAD BODY REPORT,,3
9059,'Offense Description' garbled/scrambled text,2022-00004230,4135 E 57TH ST,12/18/2021 at 0:00,RECOVERED VEH/PROPERTY NON-CRIME,,4
9213,'Offense Description' garbled text (embedded symbol); 'Case Disposition' fragmented text (overlap?),2021-00380594,W 79TH ST,12/16/2021 at 21:47,IMPROPERLY HANDLING FIREA*RCMHSA RING,AE DM O/ FTEOLRO VNEYHICLE,2
9214,'Case Disposition' garbled/scrambled text,2021-00380549,LORAIN AVE,12/16/2021 at 21:00,IMPROPERLY HANDLING FIREARREMFSE,IRNR AE MD OTTOO GRR VAENHDI CJLUERY,2
9224,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00382954,REXWOOD AVE & E 117TH S1T2/16/2021 at 19:30,,MOTOR VEHICLE THEFT - GTMV,,4
9276,'Address' contains a date/time (leak?),2022-00025742,E 108TH ST & BUCKEYE RD12/16/2021 at 12:00,,PROPERTY FOUND REPORT,,4
9289,'Case Disposition' garbled/scrambled text,2021-00380308,13910 LYRIC AVE,12/16/2021 at 10:30,IMP DISCH FIREARM AT OR INTO*N HOA,PBAITPAETRIOSN - NO.RF .SI.LC.HOOL,1
9310,'Offense Description' garbled/scrambled text,2021-00379869,8000 EUCLID AVE,12/16/2021 at 8:00,AGG. ROBBERY_DEADLY WEAP*ONNO PAPERS - N.F.I.L.,,3
9312,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00379921,TURNEY RD & BROADWAY A1V2E/16/2021 at 7:00,,PETTY THEFT,,4
9313,'Offense Description' garbled text (embedded symbol),2021-00379846,1250 E 105TH ST,12/16/2021 at 7:00,CARRYING CONCEALED WEAPO*CNHSARGED / FELONY,,5
9317,'Date & Time' doesn't look like a date; 'Address' possible overlapping text,2021-00381885,200 CLEVELAND MEMORIAL S12H/O16R/2E0W2A1Y,at 5:00,FELONIOUS ASSAULT - (ALL),,3
9322,'Address' contains a date/time (leak?),2021-00379761,MARTIN LUTHER KING JR DR12/16/2021 at 3:00,,DRUG ABUSE: CONTROLLED SU*CBHSATARNGCEED P/,OFESLSOENSYSION OR USE,4
9345,'Offense Description' garbled/scrambled text,2021-00379603,635 E 96TH ST,12/15/2021 at 22:15,AGG. BURGLARY_DEADLY WEAPON/DANGEROUS ORDANANCE,,5
9352,'Offense Description' garbled/scrambled text,2022-00007516,IVANHOE RD,12/15/2021 at 20:57,RECOVERED VEH/PROPERTY NON-CRIME,,5
9377,'Case Disposition' garbled/scrambled text,2021-00379219,1717 AMBERLY AVE,12/15/2021 at 15:00,FELONIOUS ASSAULT - OTHER *DNAON,PGAEPREORUSS - WVIECATPIMO NN.F.I.L.,2
9385,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00379150,2250 COMMUNITY COLLEGE 1A2V/E15/2021 at 14:00,,DEAD BODY REPORT,,3
9427,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00378884,2900 MARTIN LUTHER KING J1R2 /B15LV/2D021 at 7:00,,INDUCING PANIC,,4
9437,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00387740,CEDAR RD & MURRAY HILL 1R2D/15/2021 at 1:00,,PROPERTY FOUND REPORT,,3
9461,'Offense Description' garbled text (embedded symbol); 'Case Disposition' fragmented text (overlap?),2021-00378688,3339 W 126TH ST,12/14/2021 at 23:15,IMPROPERLY HANDLING FIREA*RCMHSA RING,AE DM O/ FTEOLRO VNEYHICLE,1
9544,'Offense Description' garbled/scrambled text; 'Case Disposition' garbled/scrambled text,2021-00377999,4157 E 119TH ST,12/14/2021 at 10:30,DOMESTIC VIOLENCE-KNOWIN*GNLOY PCAAPUESRES,O (RIN ASTUTFEFMICPITEENDT TEOVD),4
9548,'Case Disposition' garbled/scrambled text,2021-00378173,1440 LAKESIDE AVE,12/14/2021 at 8:00,ILLEGAL WEAPON OR ORDNANRAECFEE,ORNR ESDC HTOOO JLU VPERNOIPLEER CTOYURT,3
9559,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00377927,4781 HINCKLEY INDUSTRIAL 1P2K/1W4Y/2021 at 6:00,,PROPERTY FOUND REPORT,,2
9591,'Address' possible overlapping text; 'Address' contains a date/time (leak?),2021-00378217,SPRENGLE AVE & W 130TH 1S2T/13/2021 at 22:00,,AGG. ROBBERY_SERIOUS PHYSICAL HARM,,1
9700,'Date & Time' doesn't look like a date; 'Address' possible overlapping text; 'Date & Time' possible overlapping text,2021-00377725,OPPORTUNITY CORRIDOR B1LV2/D1 3,&/2 0 K2I1N aStM 0A:0N0 A VE,PROPERTY FOUND REPORT,,4
9797,'Case Disposition' garbled/scrambled text,2021-00376140,10414 CRESTWOOD AVE,12/12/2021 at 7:15,DOMESTIC VIOLENCE-KNOWIN*GCLHYA,CRAGUESDE /O FRE LAOTNTEYMPT TO,4
9823,'Address' contains a date/time (leak?),2021-00376208,ASPINWALL AVE & E 152 ST12/12/2021 at 0:30,,FELONIOUS ASSAULT - (ALL) REFERRED TO GRAND JURY,,5
