_needs_review,_review_reason,CallID,When,Typ,Nature,P,Location,Cty
,,19C068413,20:28:23 08/01/19,l,911 Hangup,2,800 S MAIN ST; CORONA REGIONAL MEDICAL CENTER,COR
,,19C068414,20:32:00 08/01/19,l,Assist Othr Dpt,3,1516 TETA DR,COR
,,19C068415,20:36:05 08/01/19,l,Child Abuse,1,400 S VICENTIA AVE; CITY HALL,COR
,,19C068416,20:41:33 08/01/19,l,Loud Party,3,1056 FORD ST,COR
,,19C068417,20:48:00 08/01/19,l,Disturb Peace,3,1522 DEL NORTE DR,COR
,,19C068418,20:54:01 08/01/19,l,Alarm Call,2,980 MONTECITO DR # 108; TRILOGY FINANCIAL,COR
,,19C068419,20:55:53 08/01/19,l,Property Check,4,2500 CAJALCO RD; CROSSINGS SHOPPING CENTER,COR
,,19C068420,20:57:24 08/01/19,l,Drunk Driver,2,W FOOTHILL PKWY & PASEO GRANDE,COR
,,19C068421,20:57:57 08/01/19,l,Patrol Info,4,W SIXTH ST & SIERRA VISTA ST,COR
,,19C068422,21:02:33 08/01/19,l,911 Hangup,2,800 S MAIN ST; CORONA REGIONAL MEDICAL CENTER,COR
,,19C068424,21:04:02 08/01/19,l,911 Hangup,2,637 BRIANNA WAY,COR
,,19C068425,21:04:09 08/01/19,l,Petty Theft,3,1825 W SIXTH ST; SHELL GAS,COR
,,19C068426,21:05:24 08/01/19,l,Drunk In Public,2,784 N MAIN ST; JACK IN THE BOX,COR
,,19C068427,21:05:45 08/01/19,f,ZZ Fire Test,2,730 PUBLIC SAFETY WAY,COR
,,19C068428,21:08:13 08/01/19,f,ZZFwy UnkInjury,1,91 EB OC LINE GREEN RIVER,COR
,,19C068429,21:10:33 08/01/19,l,Fraud Past,4,2615 TUSCANY ST; TARGET STORES T1548 AT THE CROSSINGS,COR
,,19C068430,21:15:52 08/01/19,l,Traffic Stop,4,W FOOTHILL PKWY & S LINCOLN AVE,COR
,,19C068433,21:16:35 08/01/19,l,Traffic Stop,4,1248 W SIXTH ST; WELCOME INN,COR
,,19C068434,21:17:47 08/01/19,l,911 Hangup,2,881 CORSICA DR,COR
,,19C068435,21:23:28 08/01/19,f,ZZVehicle Fire,1,1288 BORDER AVE,COR
,,19C068436,21:26:09 08/01/19,l,Alarm Call,2,750 S LINCOLN AVE # 101; VERIZON STORE,COR
,,19C068437,21:28:08 08/01/19,lf,Choking,1,815 W SEVENTH ST,COR
,,19C068439,21:29:34 08/01/19,l,Susp Vehicle,3,1111 S BELLE AVE,COR
,,19C068441,21:32:06 08/01/19,l,Property Check,4,842 E ONTARIO AVE,COR
,,19C068442,21:34:49 08/01/19,l,Traffic Stop,4,CIRCLE CITY DR & RIMPAU AVE,COR
,,19C068443,21:35:43 08/01/19,f,ZZElevator Res,1,815 W SIXTH ST,COR
,,19C068445,21:42:56 08/01/19,l,911 Hangup,2,230 S LINCOLN AVE; SHELL GAS,COR
,,19C068446,21:44:41 08/01/19,l,Traffic Stop,4,MAGNOLIA AVE & HARVILL LN,HGS
,,19C068447,21:45:19 08/01/19,l,Property Check,4,1290 E ONTARIO AVE; WALMART,COR
,,19C068448,21:53:39 08/01/19,l,Trespass,3,4901 GREEN RIVER RD; GREEN RIVER MHP,COR
,,19C068449,21:57:41 08/01/19,l,Disturb Peace,3,1540 W SIXTH ST;REF TO LEAVE,COR
,,19C068450,21:57:50 08/01/19,l,Traffic Stop,4,N PARKRIDGE AVE & HIDDEN VALLEY PKWY,COR
,,19C068451,22:02:14 08/01/19,l,Alarm Call,2,3100 PALISADES DR,COR
,,19C068453,22:06:51 08/01/19,lf,Overdose,1,3592 GROVEDALE ST,COR
,,19C068454,22:11:13 08/01/19,l,Loud Noise,3,909 RIMPAU AVE # 201,COR
,,19C068455,22:14:41 08/01/19,l,Traffic Stop,4,ELYSIA ST & OVERLAND LN,COR
,,19C068456,22:19:02 08/01/19,lf,Disturb Peace,3,W SIXTH ST & S SMITH AVE,COR
,,19C068457,22:20:51 08/01/19,l,Alarm Call,2,2005 S VICENTIA AVE; VICENTIA ELEMENTARY SCHOOL,COR
,,19C068459,22:25:24 08/01/19,f,ZZBreathing,1,409 W FRANCIS ST,COR
,,19C068460,22:27:08 08/01/19,l,Traffic Stop,4,GREEN RIVER RD & PALISADES DR,COR
,,19C068462,22:36:58 08/01/19,l,Disturb Peace,3,370 DYLAN CIR,COR
,,19C068463,22:44:27 08/01/19,l,911 Hangup,2,210 S LINCOLN AVE;PHS1,COR
,,19C068464,22:56:50 08/01/19,l,Property Check,4,300 N MCKINLEY ST; SUBWAY 7556 AT CORONA HILLS PLAZA,COR
,,19C068465,22:58:03 08/01/19,l,Property Check,4,1698 W SIXTH ST # A; 7 11 STORE WEST,COR
,,19C068466,22:59:56 08/01/19,l,Property Check,4,222 PROMENADE AVE,COR
,,19C068467,23:03:20 08/01/19,l,Resid Burg Past,4,1049 W EIGHTH ST,COR
,,19C068468,23:04:10 08/01/19,l,Disturb Peace P,4,1797 WALLACE ST;LL CONT,COR
,,19C068469,23:05:13 08/01/19,l,Loud Noise,3,1116 SPRUCE ST,COR
,,19C068470,23:11:29 08/01/19,lf,Area Check,3,922 S VICTORIA AVE,COR
,,19C068471,23:13:32 08/01/19,l,Silent Comm 211,1,450 HIDDEN VALLEY PKWY; CHICK FIL A,COR
,,19C068472,23:17:29 08/01/19,lf,Drunk In Public,2,650 EBBCREEK ST ; AVANA SPRINGS,COR
,,19C068474,23:29:06 08/01/19,l,Property Check,4,130 W CHASE DR; HEBREWS,COR
,,19C068475,23:47:04 08/01/19,l,Dist/Verbal,2,1523 DEL NORTE DR,COR
,,19C068476,23:48:51 08/01/19,l,911 Hangup,2,881 CORSICA DR,COR
,,19C068477,23:50:22 08/01/19,l,911 Hangup,2,2585 S MAIN ST,COR
,,19C068478,23:50:50 08/01/19,l,Silent Comm 211,2,450 HIDDEN VALLEY PKWY; CHICK FIL A ; 2ND ATV,COR
,,19C068479,23:54:08 08/01/19,l,911 Hangup,2,1265 W TENTH ST,COR
,,19C068480,23:55:44 08/01/19,l,Traffic Stop,4,EL CERRITO RD & 15 SB ON RAMP,COR
,,19C068481,23:56:23 08/01/19,l,Citizen Contact,3,1002 S VICTORIA AVE,COR
,,19C068482,23:56:53 08/01/19,l,911 Hangup,2,2585 S MAIN ST ; PHASE 1 OPEN,COR
,,19C068483,23:57:37 08/01/19,l,911 Hangup,2,598 SANTANA WAY; SANTANA PARK,COR
,,19C068484,00:01:39 08/02/19,l,Traffic Stop,4,MAGNOLIA AVE & 15 SB ON RAMP,COR
,,19C068485,00:05:27 08/02/19,l,Traffic Stop,4,E ONTARIO AVE & EL CERRITO RD,ELC
,,19C068486,00:07:31 08/02/19,l,Area Check,3,1613 SAN RAFAEL DR,COR
,,19C068487,00:07:45 08/02/19,l,911 Hangup,2,2585 S MAIN ST;ABAN PHS1,COR
,,19C068489,00:09:47 08/02/19,l,Auto Theft Rec,4,15 SB OFF RAMP & E ONTARIO AVE,COR
,,19C068490,00:12:04 08/02/19,l,911 Hangup,2,598 SANTANA WAY; SANTANA PARK,COR
,,19C068493,00:19:56 08/02/19,l,Susp Vehicle,3,385 RICHEY CIR,COR
,,19C068494,00:28:51 08/02/19,l,Silent Comm 211,3,450 HIDDEN VALLEY PKWY; CHICK FIL A; 3RD ATV,COR
,,19C068495,00:33:02 08/02/19,lf,Dist/Physical,1,2361 MARY HELEN ST # 104 ; STAGE,COR
,,19C068496,00:33:45 08/02/19,l,911 Hangup,2,13451 INDIANA AVE,HGS
,,19C068497,00:45:01 08/02/19,l,Vehicle Check,4,598 SANTANA WAY; SANTANA PARK,COR
,,19C068498,00:46:47 08/02/19,f,ZZChest Pains,1,E GRAND BLVD & KRESS CT,COR
,,19C068499,00:59:22 08/02/19,l,Alarm Call,2,1820 RIMPAU AVE; CENTENNIAL HIGH SCHOOL,COR
,,19C068500,00:59:36 08/02/19,l,Property Check,4,130 W FOOTHILL PKWY; CHEVRON GAS,COR
,,19C068503,01:18:49 08/02/19,l,Follow Up,4,222 PROMENADE AVE,COR
,,19C068504,01:20:35 08/02/19,f,ZZChest Pains,1,1155 WATERLEAF WAY,COR
,,19C068505,01:45:38 08/02/19,l,Property Check,4,2500 CAJALCO RD; CROSSINGS SHOPPING CENTER,COR
,,19C068506,01:52:15 08/02/19,l,Comm Burg I/P,2,400 S RAMONA AVE # 102; NOTARTY GO; POSS,COR
,,19C068507,02:00:14 08/02/19,l,911 Hangup,2,210 S LINCOLN AVE,COR
,,19C068508,02:10:34 08/02/19,l,911 Hangup,2,210 S LINCOLN AVE;ABAN PHS1,COR
,,19C068510,02:11:38 08/02/19,l,Alarm Call,2,1700 W SIXTH ST ; LARRY H TOYOTA OF CORONA,COR
,,19C068512,02:14:24 08/02/19,l,Property Check,4,730 PUBLIC SAFETY WAY; CORONA POLICE,COR
,,19C068513,02:16:21 08/02/19,l,Area Check,3,MAGNOLIA AVE & 15 NB OFF RAMP,COR
,,19C068514,02:19:31 08/02/19,f,ZZFwy Heavy Res,1,15 NB ONTARIO MAGNOLIA,COR
,,19C068515,02:21:51 08/02/19,l,Susp Vehicle,3,1290 E ONTARIO AVE; WALMART,COR
,,19C068516,03:02:15 08/02/19,l,Dist/Physical,1,2144 RUSSELL DR,COR
,,19C068517,03:13:29 08/02/19,l,Suspicious Circ,3,713 SAN BENITO LN,COR
,,19C068518,03:22:42 08/02/19,l,Alarm Call,2,2005 S VICENTIA AVE; VICENTIA ELEMENTARY SCHOOL,COR
,,19C068522,03:40:54 08/02/19,l,Auto Theft Past,3,2178 STONERIDGE RD; ASHTON APTS; RECOVERY,COR
,,19C068526,03:56:16 08/02/19,l,Standby,4,1325 CORONA POINTE CT,COR
,,19C068528,04:00:38 08/02/19,l,Welfare Check,2,3592 GROVEDALE ST,COR
,,19C068529,04:05:21 08/02/19,l,Domestic Distur,2,230 S LINCOLN AVE; SHELL GAS,COR
,,19C068530,04:09:06 08/02/19,l,Patrol Info,4,930 E SIXTH ST; CITY PARK,COR
,,19C068531,04:20:10 08/02/19,f,ZZFall,1,2489 CALIFORNIA AVE;#106 ESTANCIA DEL SOL,COR
,,19C068532,04:26:33 08/02/19,l,Property Check,4,935 N MCKINLEY ST; VINEYARD CHURCH,COR
,,19C068533,04:28:51 08/02/19,f,ZZFwy UnkInjury,1,15 NB MAGNOLIA HIDDEN VALLEY,COR
YES,'Location' garbled/scrambled text,19C068534,04:54:01 08/02/19,l,Susp Vehicle,3,928 N COTA ST;POSS HSVIOL,COR
,,19C068536,05:03:49 08/02/19,l,911 Hangup,2,209 E BLAINE ST,COR
,,19C068537,05:22:40 08/02/19,l,Property Check,4,2448 S VICENTIA AVE,COR
,,19C068539,06:26:26 08/02/19,l,Patrol Info,4,CABOT DR & TEMESCAL CANYON RD,COR
,,19C068540,06:35:07 08/02/19,l,Susp Vehicle,3,2855 SAMPSON AVE; SOUTHERN CALIFORNIA FLEET SERVICES,COR
,,19C068541,06:40:44 08/02/19,l,Traffic Detail,4,730 CORPORATION YARD WAY,COR
,,19C068542,06:49:25 08/02/19,l,Stranded Veh,3,S MAIN ST & E THIRD ST,COR
,,19C068544,06:52:32 08/02/19,l,Traffic Stop,4,91 EB ON RAMP & GREEN RIVER RD,COR
,,19C068545,07:06:11 08/02/19,l,Traffic Stop,4,111 N LINCOLN AVE; ARCO AM PM,COR
,,19C068546,07:13:25 08/02/19,l,Susp Person,3,479 N MCKINLEY ST; WALMART,COR
,,19C068547,07:22:50 08/02/19,l,Alarm Call,2,585 REDWING DR,COR
,,19C068548,07:24:11 08/02/19,l,Traffic Detail,4,N LINCOLN AVE & POMONA RD,COR
,,19C068552,07:29:15 08/02/19,l,Traffic Stop,4,N MAIN ST & W RINCON ST,COR
,,19C068553,07:29:42 08/02/19,l,Property Check,4,1255 RIVER RD; AUBURNDALE INTERMEDIATE,COR
,,19C068556,07:40:17 08/02/19,l,Alarm Call,2,2300 PALISADES DR,COR
,,19C068557,07:44:56 08/02/19,l,Susp Person,3,406 COLFAX CIR,COR
,,19C068558,07:46:51 08/02/19,f,ZZAbdominalPa in,1,111 N LINCOLN AVE; ARCO AM PM,COR
,,19C068559,07:47:21 08/02/19,l,Traffic Detail,4,1601 VIA DEL RIO,COR
,,19C068560,07:55:31 08/02/19,l,Alarm Call,2,341 N DELILAH ST; #102 ; PMG COMPANY,COR
,,19C068561,08:05:40 08/02/19,l,Traffic Stop,4,RAILROAD ST & N LINCOLN AVE,COR
,,19C068562,08:13:09 08/02/19,l,911 Hangup,2,315 NANNERS WAY,COR
,,19C068563,08:17:30 08/02/19,l,Hazard,3,2193 SAMPSON AVE; TACO BELL,COR
,,19C068564,08:21:20 08/02/19,l,Accident,2,1771 N DELILAH ST,COR
,,19C068565,08:21:33 08/02/19,l,Patrol Info,4,1205 RIMPAU AVE; SHELL GAS,COR
,,19C068567,08:24:07 08/02/19,f,ZZSick,1,280 N SMITH AVE; GMC ELECTRICAL,COR
,,19C068568,08:27:38 08/02/19,l,Traffic Stop,4,S SMITH AVE & W SIXTH ST,COR
,,19C068569,08:29:08 08/02/19,l,Property Check,4,1650 W PARKRIDGE AVE,COR
,,19C068570,08:30:09 08/02/19,l,Property Check,4,1250 W PARKRIDGE AVE; VICTRESS BOWER ELEMENTARY,COR
,,19C068571,08:35:04 08/02/19,f,ZZPublicSrvceF,2,660 N LAKESIDE PL # 103,COR
,,19C068572,08:39:29 08/02/19,l,Petty Theft,3,1693 RIMPAU AVE; COUTS HEATING & COOLING,COR
,,19C068573,08:39:39 08/02/19,l,Alarm Call,2,2785 CABOT DR; RA SUSHI,COR
,,19C068574,08:41:33 08/02/19,l,Property Check,4,200 S MAIN ST; SUE NITTI,COR
,,19C068575,08:46:22 08/02/19,l,Domestic Distur,2,199 RIVER RD; CARWASH,COR
,,19C068576,08:46:36 08/02/19,l,Susp Person,3,390 MEYER CIR; #A SAMMONS EQUIPMENT,COR
,,19C068577,08:53:33 08/02/19,l,Property Check,4,3591 GRAND OAKS; ROMANOS MACARONI GRILL AT THE CROSSINGS,COR
,,19C068578,09:08:33 08/02/19,l,Susp Vehicle,3,3915 GREEN RIVER RD; CUBE SMART STORAGE,COR
,,19C068579,09:13:04 08/02/19,l,Property Check,4,260 W FOOTHILL PKWY; ALBERTSONS,COR
,,19C068580,09:17:59 08/02/19,l,Traffic Stop,4,POMONA RD & N SHERMAN AVE,COR
,,19C068581,09:19:19 08/02/19,l,Property Check,4,4000 S MAIN ST,COR
,,19C068582,09:19:50 08/02/19,l,Fraud Past,4,2210 GRFFIN WY # 102; CELLULAR WORD; PD LOBBY,COR
,,19C068583,09:21:18 08/02/19,l,Hazard,3,N MAIN ST & E GRAND BLVD,COR
,,19C068584,09:24:27 08/02/19,l,911 Hangup,2,805 S RAMONA AVE,COR
,,19C068585,09:24:54 08/02/19,l,Patrol Info,4,GREEN RIVER RD & CANYON CREST DR,COR
,,19C068586,09:25:35 08/02/19,l,Area Check,3,E HARRISON ST & N MAIN ST,COR
,,19C068587,09:47:26 08/02/19,l,Traffic Stop,4,S BUENA VISTA AVE & W EIGHTH ST,COR
,,19C068588,09:56:43 08/02/19,l,911 Hangup,2,400 S VICENTIA AVE; PHASE 2,COR
,,19C068589,10:05:49 08/02/19,l,Test,4,730 PUBLIC SAFETY WAY,COR
,,19C068591,10:09:13 08/02/19,l,Traffic Stop,4,S BUENA VISTA AVE & W SIXTH ST,COR
,,19C068592,10:11:59 08/02/19,l,Property Check,4,1886 BUTTERFIELD DR; BUTTERFIELD PARK,COR
,,19C068593,10:16:52 08/02/19,l,Traffic Stop,4,EAGLE GLEN PKWY & BEDFORD CANYON RD,COR
,,19C068594,10:17:35 08/02/19,l,Additional Info,4,2489 TUSCANY ST,COR
,,19C068596,10:26:38 08/02/19,l,Follow Up,4,CALIFORNIA AVE & E ONTARIO AVE,COR
,,19C068597,10:29:32 08/02/19,l,Silent Comm 211,1,2661 GREEN RIVER RD # #; UNION BANK INSIDE RALPHS;SC211,COR
,,19C068598,10:33:03 08/02/19,l,Abandoned Veh,4,643 VALLEYWOOD ST,COR
,,19C068599,10:35:43 08/02/19,l,911 Hangup,2,526 MAGNOLIA AVE; PHASE 1,COR
,,19C068600,10:40:28 08/02/19,l,Abandoned Veh,4,529 ROOSEVELT ST,COR
,,19C068601,10:40:43 08/02/19,l,Property Check,4,1900 AVIATION DR; CORONA AIRPORT,COR
,,19C068602,10:41:28 08/02/19,l,Property Check,4,2427 STEVEN DR,COR
,,19C068603,10:44:54 08/02/19,l,Cite Sign Off,4,730 PUBLIC SAFETY WAY; PLOT,COR
,,19C068604,10:47:26 08/02/19,lf,ZZTrauma,1,998 LA COSTA DR # 204,COR
,,19C068605,10:50:22 08/02/19,l,Abandoned Veh,4,220 N DELILAH ST; CAL DRAULICS INC,COR
,,19C068606,10:50:35 08/02/19,l,Grand Theft P,4,550 W FOOTHILL PKWY; HERITAGE PARK,COR
,,19C068607,11:05:06 08/02/19,l,Petty Theft,3,1299 E ONTARIO AVE; CVS PHARMACY 9190 AT CORONA ORCHARD,COR
,,19C068608,11:10:35 08/02/19,l,Property Check,4,1150 W TENTH ST; CORONA HIGH SCHOOL,COR
,,19C068609,11:10:57 08/02/19,l,Hit Run No Inj,2,E SEVENTH ST & E GRAND BLVD,COR
,,19C068610,11:14:10 08/02/19,l,Traffic Stop,4,N MAIN ST & METRO PL,COR
,,19C068611,11:16:27 08/02/19,l,Battery,1,820 VILLAGE LOOP DR; VILLAGE PARK,COR
,,19C068612,11:25:38 08/02/19,f,ZZSick,1,1665 COOLIDGE ST,COR
,,19C068613,11:38:21 08/02/19,l,Additional Info,4,1375 SAMPSON AVE; LL CONT SPANISH SPEAKING,COR
,,19C068615,11:57:55 08/02/19,f,ZZCommrcal Alrm,1,458 ALCOA CIR;TLAMBIA,COR
,,19C068616,11:58:07 08/02/19,l,Property Check,4,1154 W SIXTH ST,COR
,,19C068618,12:04:08 08/02/19,l,Traffic Stop,4,BENNETT AVE & EAGLE GLEN PKWY,COR
,,19C068619,12:13:15 08/02/19,l,Traffic Stop,4,S LINCOLN AVE & W SECOND ST,COR
,,19C068620,12:13:59 08/02/19,f,ZZCommrcal Alrm,1,458 ALCOA CIR;GLAMBIA,COR
,,19C068621,12:18:10 08/02/19,l,Patrol Info,4,401 N MCKINLEY ST,COR
,,19C068622,12:27:23 08/02/19,l,Traffic Stop,4,MASTERS DR & BENNETT AVE,COR
,,19C068625,12:34:02 08/02/19,l,Traffic Stop,4,W SIXTH ST & PASEO GRANDE,COR
,,19C068626,12:38:32 08/02/19,f,ZZFwy Sick,1,91 WB AUTO CENTER 71,RVC
,,19C068627,12:43:37 08/02/19,l,Alarm Call,2,929 LA SALLE CIR,COR
,,19C068631,12:50:55 08/02/19,l,911 Hangup,2,130 W CHASE DR,COR
,,19C068632,12:51:02 08/02/19,l,Traffic Stop,4,MASTERS DR & BENNETT AVE,COR
,,19C068633,12:56:01 08/02/19,l,Hazard,2,MAGNOLIA AVE & 15 SB ON RAMP,COR
,,19C068634,12:57:40 08/02/19,l,Patrol Info,4,E FOOTHILL PKWY & S MAIN ST,COR
,,19C068635,12:58:10 08/02/19,l,911 Hangup,2,805 S RAMONA AVE,COR
,,19C068636,13:00:37 08/02/19,l,Silent Comm 211,1,204 E SIXTH ST; BANK OF AMERICA,COR
,,19C068637,13:02:16 08/02/19,l,Traffic Stop,4,FRONTAGE RD & VIA SANTIAGO,CRA
,,19C068638,13:02:52 08/02/19,l,Accident,2,1000 VISTA DEL CERRO DR; TRIANAS CONDOS,COR
,,19C068639,13:06:12 08/02/19,l,Susp Person,3,4300 GREEN RIVER RD # 109B; ROMP O RAMA,COR
,,19C068641,13:09:41 08/02/19,l,Traffic Stop,4,1160 CALIFORNIA AVE,COR
,,19C068642,13:11:30 08/02/19,lf,Accident Unknwn,1,FULLER ST & E SIXTH ST,COR
,,19C068644,13:17:05 08/02/19,l,Ill Parked Veh,4,2563 BORDER AVE,COR
,,19C068646,13:20:59 08/02/19,l,911 Hangup,2,881 CORSICA DR,COR
,,19C068647,13:21:51 08/02/19,l,Traffic Detail,4,730 PUBLIC SAFETY WAY; CORONA POLICE,COR
,,19C068648,13:22:18 08/02/19,l,Ill Parked Veh,4,2538 KENNEDY DR,COR
,,19C068649,13:28:31 08/02/19,f,ZZFall,1,2300 S MAIN ST; VALENCIA TERRACE,COR
,,19C068650,13:32:32 08/02/19,l,DV-Assault,1,3485 GRAND OAKS; PETCO 1127 AT THE CROSSINGS,COR
,,19C068651,13:32:52 08/02/19,l,Z-Animal Svcs,4,341 MAGNOLIA AVE,COR
,,19C068652,13:34:52 08/02/19,f,ZZStroke,1,311 CESSNA CIR; FENDER MUSIC,COR
,,19C068653,13:35:06 08/02/19,f,ZZFall,1,737 MAGNOLIA AVE; BROOKDALE,COR
,,19C068654,13:35:55 08/02/19,l,Cite Sign Off,4,730 PUBLIC SAFETY WAY; FRONT COUNTER,COR
,,19C068658,13:45:20 08/02/19,f,ZZTree Fire,1,9013 CAJALCO RD,RVC
,,19C068659,13:48:39 08/02/19,l,Susp Person,3,150 W BLAINE ST; GANAHL LUMBER,COR
,,19C068660,13:56:50 08/02/19,l,Property Check,4,2745 LAKESHORE DR; TAPS FISH HOUSE AND BREWERY AT COR DOS LAGOS,
,,19C068661,13:57:08 08/02/19,l,Cite Sign Off,4,730 PUBLIC SAFETY WAY; PLOT,COR
,,19C068666,14:02:37 08/02/19,l,911 Hangup,2,210 N SMITH AVE,COR
,,19C068667,14:03:38 08/02/19,l,Traffic Stop,4,E SIXTH ST & E GRAND BLVD,COR
,,19C068668,14:04:15 08/02/19,l,911 Hangup,2,210 N SMITH AVE,COR
,,19C068669,14:06:41 08/02/19,l,Patrol Info,4,RIMPAU AVE & MAGNOLIA AVE ; 23103 DRIVER,COR
,,19C068670,14:07:43 08/02/19,l,Hazard,3,341 MAGNOLIA AVE # 101; CCOR,COR
,,19C068671,14:08:25 08/02/19,f,ZZSick,1,2813 S MAIN ST,COR
,,19C068673,14:10:25 08/02/19,l,Hazard,3,S MAIN ST & STAN REYNOLDS PKWY,COR
,,19C068676,14:17:04 08/02/19,f,ZZSick,1,655 E MONTEREY RD,COR
,,19C068678,14:22:39 08/02/19,l,Welfare Check,2,801 MAGNOLIA AVE # 211; CASA GRANDE SENIOR APARTMENTS,COR
,,19C068679,14:22:50 08/02/19,l,911 Hangup,2,1080 AURORA LN ;VOIP LINE,COR
,,19C068681,14:26:23 08/02/19,lf,Battery Injury,1,4901 GREEN RIVER RD # 247,COR
,,19C068682,14:26:43 08/02/19,l,911 Hangup,2,1871 N DELILAH ST ; PHASE 2 HNGUP,COR
,,19C068683,14:27:54 08/02/19,f,ZZFwy VegFireL,1,15 NB MAGNOLIA HIDDEN VALLEY,COR
,,19C068684,14:38:21 08/02/19,l,Domestic Distur,2,1980 NICE DR # 102,COR
,,19C068686,14:42:21 08/02/19,l,Ill Parked Veh,4,RAWLEY ST & TRUDY WAY,COR
,,19C068687,14:45:47 08/02/19,l,911 Hangup,2,505 S BUENA VISTA AVE; PHASE 2,COR
,,19C068688,14:46:36 08/02/19,f,ZZ Fire Test,2,730 PUBLIC SAFETY WAY,COR
,,19C068689,14:47:13 08/02/19,l,Petty Theft,3,479 N MCKINLEY ST; WALMART,COR
,,19C068690,14:48:16 08/02/19,l,911 Hangup,2,505 S BUENA VISTA AVE; PHASE 2,COR
,,19C068691,14:49:59 08/02/19,l,Alarm Call,2,1822 PANORAMIC DR,COR
,,19C068692,14:55:39 08/02/19,l,Ill Parked Veh,4,TRUDY WAY & W FOOTHILL PKWY,COR
,,19C068693,15:02:46 08/02/19,l,Alarm Call,2,5215 GREEN RIVER RD; GREEN RIVER GOLF COURSE,COR
,,19C068694,15:04:53 08/02/19,l,Fraud Past,4,1580 COMMERCE ST; PERRAGON TACTICAL,COR
,,19C068695,15:05:50 08/02/19,l,Alarm Call,2,270 JUST RIGHT WAY,COR
,,19C068696,15:12:09 08/02/19,f,ZZ Fire Test,2,730 PUBLIC SAFETY WAY,COR
,,19C068697,15:15:19 08/02/19,l,Alarm Call,2,1351 PICO ST; JAYCO INTERFACE TECHNOLOGY,COR
,,19C068698,15:18:23 08/02/19,l,DV-Assault,1,517 S SHERIDAN ST # 3,COR
,,19C068700,15:22:46 08/02/19,f,ZZExt Fire,1,441 MAGNOLIA AVE; PANDA EXPRESS 1227 AT CORONA VILLAGE,COR
,,19C068703,15:35:35 08/02/19,l,911 Hangup,2,3475 SECOND ST,NOR
,,19C068705,15:36:07 08/02/19,l,Stranded Veh,3,W FIFTH ST & S SHERIDAN ST,COR
,,19C068706,15:36:08 08/02/19,f,ZZ Fire Test,2,730 PUBLIC SAFETY WAY,COR
,,19C068707,15:37:45 08/02/19,f,ZZ Fire Test,2,915 N MCKINLEY ST; CFD 4,COR
,,19C068708,15:40:31 08/02/19,l,Silent Comm 211,1,1058 W SIXTH ST; BURGER BASKET,COR
,,19C068710,15:46:06 08/02/19,lf,Structure Fire,1,1124 S RAMONA AVE,COR
,,19C068711,15:59:19 08/02/19,l,Patrol Info,4,SANTANA WAY & TABER ST,COR
,,19C068712,16:04:05 08/02/19,l,Patrol Info,4,480 N MCKINLEY ST ;COSTCO,COR
,,19C068713,16:04:18 08/02/19,l,Cross Report,2,830 ASPEN ST,COR
,,19C068714,16:19:12 08/02/19,l,Area Check,3,216 W TENTH ST,COR
,,19C068716,16:21:16 08/02/19,l,DV-Assault Past,3,1161 SPRINGBROOK ST,COR
,,19C068717,16:24:34 08/02/19,l,Flag Down,4,480 N MCKINLEY ST; COSTCO,COR
,,19C068718,16:27:20 08/02/19,l,Patrol Info,4,3465 ANDOVER ST; CODE 5,HGS
,,19C068719,16:27:34 08/02/19,l,Court Order Vio,3,730 PUBLIC SAFETY WAY; CORONA POLICE ;LL CONT,COR
,,19C068720,16:27:37 08/02/19,l,911 Hangup,2,1000 W RINCON ST ;PHSE 1 HNGUP,COR
,,19C068721,16:32:15 08/02/19,l,Property Check,4,1260 E ONTARIO AVE; ALBERTSONS,COR
,,19C068722,16:36:38 08/02/19,l,Fraud Past,4,2078 S VICENTIA AVE; ll cont,COR
,,19C068723,16:41:02 08/02/19,l,Flag Down,4,300 CORPORATE TERRACE CIR,COR
,,19C068724,16:41:23 08/02/19,l,Additional Info,4,1275 W EIGHTH ST # 302; WILLIAM C ARTHUR TERRACE; LL CONTACT,COR
,,19C068725,16:42:14 08/02/19,l,911 Hangup,2,805 S RAMONA AVE ;PHASE 1 ABAND,COR
,,19C068726,16:42:22 08/02/19,l,Mail Theft,2,2380 CORNELL CIR,COR
,,19C068727,16:43:35 08/02/19,l,Dist/Verbal,2,1552 DEL NORTE DR,COR
,,19C068728,16:45:27 08/02/19,l,Fraud Past,4,2865 GILBERT AVE;LL CONT,COR
,,19C068729,16:49:08 08/02/19,l,Cite Sign Off,4,730 PUBLIC SAFETY WAY; PLOT,COR
,,19C068730,16:51:51 08/02/19,l,911 Hangup,2,805 S RAMONA AVE,COR
,,19C068736,17:09:54 08/02/19,l,Alarm Call,2,850 E PARKRIDGE AVE; #104 BMR GROUP,COR
,,19C068737,17:19:23 08/02/19,l,911 Hangup,2,2721 GREEN RIVER RD,COR
,,19C068738,17:28:58 08/02/19,l,Flag Down,4,2355 COMPTON AVE; LA FITNESS,COR
,,19C068739,17:31:51 08/02/19,l,Flag Down,4,COUNTRY CLUB LN & RIVER RD,COR
,,19C068740,17:33:32 08/02/19,l,Patrol Info,4,RIVER RD & CORYDON AVE,COR
,,19C068741,17:35:19 08/02/19,l,Trespass,3,2615 TUSCANY ST; TARGET STORES T1548 AT THE CROSSINGS,COR
